순위,브랜드명,의류명,링크,품번,성별,조회수,누적판매량(1년),좋아요
217위,슈펜,[슈펜X비슬로우] 리커버리 플랍슈즈 AFDU79S03,https://www.musinsa.com/app/goods/1805093?loc=goods_rank,744592,남 여,4.6천 회 이상,5.6천 개 이상,"8,403"
218위,크록스,여성 CLASSIC PLATFORM CLOG W WT (23SWCL206750),https://www.musinsa.com/app/goods/3036051?loc=goods_rank,23SWCL206750_Z100,여,1만 회 이상,300개 이상,"1,545"
219위,커스텀에이드,4.5cm 소가죽 코만도 더비 구두 컴포트(CR0004),https://www.musinsa.com/app/goods/1087674?loc=goods_rank,CR0004,남 여,4천 회 이상,1.9천 개 이상,"5,008"
220위,닥터마틴,8065 메리제인 스무스 블랙 / 12916001,https://www.musinsa.com/app/goods/2445960?loc=goods_rank,12916001,여,1.3천 회 이상,100개 이상,"1,027"
221위,크록스,공용 CLASSIC CRUSH CLOG WT (23SUCL207521),https://www.musinsa.com/app/goods/3026989?loc=goods_rank,23SUCL207521_Z100,남 여,3.5천 회 이상,100개 이상,602
222위,사뿐,포엔즈 바부슈 플랫슈즈 (1cm),https://www.musinsa.com/app/goods/2690947?loc=goods_rank,5006318435,여,,50개 이상,214
223위,아디다스,아딜렛 라이트 - 네이비:화이트 / FU8299,https://www.musinsa.com/app/goods/1256633?loc=goods_rank,FU8299,남 여,5.2천 회 이상,2.2천 개 이상,"9,420"
224위,아디다스,알파바운스 슬라이드 2.0 - 베이지 / HQ4314,https://www.musinsa.com/app/goods/2624538?loc=goods_rank,HQ4314,남 여,2.4만 회 이상,4.4천 개 이상,"3,174"
225위,피렌체 아뜨리에,SECOND.A 매트블랙 라운드토 코만도솔 더비슈즈 2NDF 100B,https://www.musinsa.com/app/goods/760047?loc=goods_rank,2NDF 100B,남,2.1천 회 이상,1.1천 개 이상,"6,796"
226위,커버낫,C 로고 슬라이드 네이비,https://www.musinsa.com/app/goods/1754216?loc=goods_rank,CO0000SE01NA,남 여,4.2천 회 이상,2.3천 개 이상,"5,099"
227위,크록스,공용 BAYA COB (23SUCL10126),https://www.musinsa.com/app/goods/3049301?loc=goods_rank,23SUCL10126_Z2V3,남 여,4.2천 회 이상,200개 이상,601
228위,피렌체 아뜨리에,[리뉴얼] 키높이인솔 3 SET (3가지높이 선택가능 / 총6pcs),https://www.musinsa.com/app/goods/819685?loc=goods_rank,키높이인솔,남,4.7천 회 이상,6.6천 개 이상,"5,380"
229위,생로랑,여성 트리뷰트 플랫 뮬 - 블랙 / 571952BDA001000,https://www.musinsa.com/app/goods/2414019?loc=goods_rank,571952BDA001000SS22,여,5.4천 회 이상,50개 이상,714
230위,23.65,BAGUETTE GREY,https://www.musinsa.com/app/goods/3143028?loc=goods_rank,5003924058,남 여,1.7천 회 이상,,172
231위,챔피온,[US] 남성 IPO Slide (BLACK) CKSO2E001BK,https://www.musinsa.com/app/goods/2392143?loc=goods_rank,CKSO2E001BK,남,300회 이상,100개 이상,259
232위,크록스,공용 BAYABAND CLOG BKW (23SUCL205089),https://www.musinsa.com/app/goods/3037699?loc=goods_rank,23SUCL205089_Z066,남 여,1만 회 이상,1.1천 개 이상,853
233위,푸마,스웨이드 마유 서머 우먼스 샌들 - 아이보리 / 383379-01,https://www.musinsa.com/app/goods/2683782?loc=goods_rank,383379-01,여,9.1천 회 이상,400개 이상,"1,473"
234위,브랜즈,시티 보이 - 샌드,https://www.musinsa.com/app/goods/1973858?loc=goods_rank,BRCB - 2,남,5.5천 회 이상,1.5천 개 이상,"4,986"
235위,사뿐,라비오 스퀘어 슬링백힐 (6cm),https://www.musinsa.com/app/goods/2744114?loc=goods_rank,5006318410,여,,,84
236위,사뿐,아르쥬 메리제인 셔링 플랫슈즈 (1cm),https://www.musinsa.com/app/goods/3109513?loc=goods_rank,5006509559,여,,,32
237위,폴로 랄프 로렌,케이슨 슬라이드 샌들 - 블루,https://www.musinsa.com/app/goods/1421322?loc=goods_rank,MAPSFTW0B020003-400,남,3.6천 회 이상,100개 이상,"2,006"
238위,비에스큐티바이클래시,175 베이직 페니 로퍼 루시블랙,https://www.musinsa.com/app/goods/605943?loc=goods_rank,175LB,남,1천 회 이상,700개 이상,"1,796"
239위,다이나핏,텐더폼 샌들 BLACK,https://www.musinsa.com/app/goods/1988028?loc=goods_rank,YUM21N43Z1,남 여,,,29
240위,널디,마카롱 플립플랍(23SS) 블랙,https://www.musinsa.com/app/goods/3154880?loc=goods_rank,PNEU23SA3101,남 여,,,8
241위,르꼬르도니에,[ARTIFICIAL LEATHER] 1070_1 코만도 아웃솔 4홀 더비슈즈,https://www.musinsa.com/app/goods/1260573?loc=goods_rank,1094901,남,2.9천 회 이상,1.2천 개 이상,"3,175"
242위,크록스,공용 CLASSIC CRUSH CLOG BONE (23SUCL207521),https://www.musinsa.com/app/goods/3026994?loc=goods_rank,23SUCL207521_Z2Y2,남 여,6.5천 회 이상,200개 이상,882
243위,언더아머,알파 슬리퍼 3025051-101,https://www.musinsa.com/app/goods/2595917?loc=goods_rank,3025051-101,남 여,1.4천 회 이상,50개 이상,105
244위,아디다스,아딜렛 클로그 - 화이트 / FY8970,https://www.musinsa.com/app/goods/1834405?loc=goods_rank,FY8970,남 여,8천 회 이상,4.8천 개 이상,"7,654"
245위,빅토리아 슈즈,오다 메리제인 캔버스 (1049117-NEGRO),https://www.musinsa.com/app/goods/3178762?loc=goods_rank,5003042343,여,400회 이상,,47
246위,식스핏,[제멋X식스핏] 퍼펙토 첼시부츠 (키높이 버전),https://www.musinsa.com/app/goods/2752886?loc=goods_rank,[제멋X식스핏] 퍼펙토 첼시부츠 (키높이 버전),남,3.6천 회 이상,1.7천 개 이상,"2,666"
247위,내셔널지오그래픽,N232USD020 크레페 BLACK,https://www.musinsa.com/app/goods/3083718?loc=goods_rank,N232USD020099,남 여,600회 이상,,59
248위,마이애미프로젝트,0191 아르데코 소가죽 3홀 더비 구두 밴타블랙,https://www.musinsa.com/app/goods/1020993?loc=goods_rank,0191BB,남,4.6천 회 이상,3.5천 개 이상,"9,668"
249위,야세,오피스 슬라이드 레더 블랙 547,https://www.musinsa.com/app/goods/1419860?loc=goods_rank,2224566,남 여,3.8천 회 이상,4.4천 개 이상,"10,870"
250위,푸마,푸마 스커프 페이즐리 SMU - 블루:화이트 / 392944-01,https://www.musinsa.com/app/goods/2803698?loc=goods_rank,392944-01,남 여,2.5만 회 이상,2.8천 개 이상,608
251위,킨치,BOULEVARD - 233(a),https://www.musinsa.com/app/goods/2736011?loc=goods_rank,KNCH233,남,2.1천 회 이상,200개 이상,704
252위,락피쉬웨더웨어,레인 로퍼 - 2color,https://www.musinsa.com/app/goods/2530234?loc=goods_rank,RF1SHBB1RB037_22SS,여,1.5천 회 이상,200개 이상,"1,603"
253위,크록스,공용 CLASSIC METALLIC CLOG SIM (23SUCL205831),https://www.musinsa.com/app/goods/3179489?loc=goods_rank,23SUCL205831_Z0P1,남 여,800회 이상,,137
254위,메듀즈,우먼즈 샌들 SUN - OLIVE,https://www.musinsa.com/app/goods/3143610?loc=goods_rank,MDWCD2TSUN11OLI,여,100회 이상,,11
255위,슈펜,셔링 덮개 뮬 4.0 MIDL78S06,https://www.musinsa.com/app/goods/2506081?loc=goods_rank,744662,여,1.1천 회 이상,50개 이상,479
256위,퓨처랩,하입 크림끈 X 3 묶음,https://www.musinsa.com/app/goods/2243488?loc=goods_rank,fulab_2112,남,2천 회 이상,2.4천 개 이상,"1,795"
257위,라이프워크,스페이스런 벨크로 슬라이드,https://www.musinsa.com/app/goods/3043926?loc=goods_rank,LW235SH111,남 여,800회 이상,50개 이상,121
258위,뉴발란스,NBRJDS104G / NB 쿠셔닝 슬라이드 / SD1501LG3 (LIGHT GRAY),https://www.musinsa.com/app/goods/3089601?loc=goods_rank,NBRJDS104G_16,남 여,3.4천 회 이상,100개 이상,396
259위,에스티코,디엠즈 페니 로퍼 (블랙),https://www.musinsa.com/app/goods/3085148?loc=goods_rank,DFWSZ02CSB,남,,50개 미만,42
260위,디스커버리 익스페디션,브릭 슬라이드 (L/BLACK),https://www.musinsa.com/app/goods/3001365?loc=goods_rank,DXLP4103N-BKL,남 여,1000회 이상,50개 미만,91
261위,에이티티,Satin maryjane flat (4colors),https://www.musinsa.com/app/goods/3082621?loc=goods_rank,2318,여,2.5천 회 이상,50개 이상,661
262위,아디다스,아딜렛 아윤 슬라이드 GX7064,https://www.musinsa.com/app/goods/3146578?loc=goods_rank,GX7064_LMT24,남 여,2천 회 이상,,166
263위,슈펜,리커버리 슬리퍼 AFDU78S14,https://www.musinsa.com/app/goods/2440039?loc=goods_rank,744652,남 여,3.7천 회 이상,1.3만 개 이상,"9,161"
264위,콜체스터,BEN 슬립온 (mens) C609058MA-M,https://www.musinsa.com/app/goods/3224208?loc=goods_rank,5003431492,남,,,0
265위,식스핏,오솔라이트 2.8cm 키높이 블랙 인솔 (Ortholite System Black Insole) 2개 묶음상품,https://www.musinsa.com/app/goods/3194573?loc=goods_rank,오솔라이트 2.8cm 키높이 블랙 인솔 (Ortholite System Black Insole) 2개 묶음상품,남,,,10
266위,마크모크,Luke 5Color 데일리 모던샌들 5cm,https://www.musinsa.com/app/goods/2525743?loc=goods_rank,Luke,남,400회 이상,100개 이상,548
267위,블랑토,뮬 B22S02-BLACK,https://www.musinsa.com/app/goods/2558962?loc=goods_rank,B22S02,여,,,16
268위,휠라,드리프터 라인즈(1SM01942E100),https://www.musinsa.com/app/goods/2878432?loc=goods_rank,11001SM01942E100,남 여,1.1천 회 이상,100개 이상,181
269위,크록스,공용 CLASSIC CROCS SLIDE AT (23SUSL206121),https://www.musinsa.com/app/goods/3004202?loc=goods_rank,23SUSL206121_Z1FT,남 여,100회 이상,,54
270위,티디앤,BEGIN 첼시부츠 TDN1231N,https://www.musinsa.com/app/goods/2210431?loc=goods_rank,TDN1231N,여,2천 회 이상,300개 이상,"4,339"
