순위,브랜드명,의류명,링크,품번,성별,조회수,누적판매량(1년),좋아요
123위,뉴발란스,NBNAD12323 / [STREET COURT] UNI N 플라잉 웜업자켓 (CREAM),https://www.musinsa.com/app/goods/3061903?loc=goods_rank,NBNAD12323_64,남,8.7천 회 이상,50개 이상,548
124위,엄브로,UK 헤리티지 스탠넥 자켓 딥네이비(UO121CJK28),https://www.musinsa.com/app/goods/3092698?loc=goods_rank,UO121CJK28_DVY0,남 여,2.3만 회 이상,200개 이상,"1,790"
125위,폴로 랄프 로렌,포플린 후드 재킷 - 네이비,https://www.musinsa.com/app/goods/2683857?loc=goods_rank,MNPOOTW16020885-410,남,1.4천 회 이상,50개 이상,266
126위,디스커버리 익스페디션,경량 아웃포켓 남성 자켓 (D/BLUE),https://www.musinsa.com/app/goods/3143896?loc=goods_rank,DMWJ71033-SBD,남,300회 이상,,8
127위,에스피오나지,Ray Wind Parka Dove Grey,https://www.musinsa.com/app/goods/2732428?loc=goods_rank,20220822-08,남 여,7.7천 회 이상,500개 이상,"1,221"
128위,무신사 스탠다드,릴렉스드 베이식 블레이저 [네이비],https://www.musinsa.com/app/goods/1558677?loc=goods_rank,MMJJK601-NA,남,1.3만 회 이상,2.2천 개 이상,"2,853"
129위,폴로 랄프 로렌,발수 트윌 워킹 코트 - 네이비,https://www.musinsa.com/app/goods/2184460?loc=goods_rank,MNPOOTW12820032-410,남,1.1만 회 이상,100개 이상,278
130위,무신사 스탠다드,엑스트라 오버사이즈 후디드 스웨트 집업 [멜란지 라이트 그레이],https://www.musinsa.com/app/goods/2705777?loc=goods_rank,MMBTK202-ML,남,1.4천 회 이상,100개 이상,296
131위,쿠어,탑필 캐시 울 카라 가디건 (블랙),https://www.musinsa.com/app/goods/2774649?loc=goods_rank,CXC4KT11K-BLK,남 여,1.6만 회 이상,1.1천 개 이상,"4,226"
132위,무신사 스탠다드,후디드 스웨트 집업 [멜란지 그레이],https://www.musinsa.com/app/goods/947088?loc=goods_rank,MITS0003-MG,남,2.3만 회 이상,1.8만 개 이상,"33,045"
133위,노스페이스,NJ3BP10J 화이트라벨 아이스런 자켓,https://www.musinsa.com/app/goods/3064864?loc=goods_rank,NJ3BP10J,남,3만 회 이상,200개 이상,"1,833"
134위,알리스,커브드 라인 바시티 윈드브레이커 자켓 [크림블랙],https://www.musinsa.com/app/goods/3037896?loc=goods_rank,ALSJK3101BK,남,8.2천 회 이상,200개 이상,"2,088"
135위,그린버터,Stripe Skashi Collar Cardigan (Ivory),https://www.musinsa.com/app/goods/3141548?loc=goods_rank,001,여,,,14
136위,벌스데이수트,TRUCKER JACKET (BEIGE),https://www.musinsa.com/app/goods/3053196?loc=goods_rank,BDHSOUJK113,남,700회 이상,,102
137위,도프셉,FAUX Leather Hoodie Jumper in Brown,https://www.musinsa.com/app/goods/3044522?loc=goods_rank,DFS22FJK013BK,여,1.1천 회 이상,,145
138위,오아이오아이,버티컬 파이핑 바람막이_블랙,https://www.musinsa.com/app/goods/3045381?loc=goods_rank,OI1C1SJK20_1,남 여,4.9천 회 이상,50개 이상,574
139위,아웃스탠딩,HUNTING HOOD JACKET_ORANGE,https://www.musinsa.com/app/goods/2349739?loc=goods_rank,OSTD136,남,5.9천 회 이상,500개 이상,"2,304"
140위,노매뉴얼,PENON WIND SHELL - BLACK,https://www.musinsa.com/app/goods/2329532?loc=goods_rank,NM31WB01M1BK,남 여,7.8만 회 이상,9.1천 개 이상,"29,069"
141위,인사일런스,[INSILENCE X KKST] 디태처블 울 블레이저 CHARCOAL,https://www.musinsa.com/app/goods/2365616?loc=goods_rank,IM2B2JK31CH,남,7.8천 회 이상,600개 이상,"2,610"
142위,쿠어,크링클 플리츠 싱글코트 (블랙),https://www.musinsa.com/app/goods/3082778?loc=goods_rank,CXD2CT03K-BLK,남 여,3.1천 회 이상,,49
143위,낫포너드,Tribal Logo Nylon Racing Jacket - White,https://www.musinsa.com/app/goods/3209863?loc=goods_rank,JK044WH,남,1.6천 회 이상,,209
144위,폴로 랄프 로렌,하이 파일 플리스 재킷 - 네이비,https://www.musinsa.com/app/goods/2364790?loc=goods_rank,MNPOKNI16821838-410,남,600회 이상,,121
145위,무신사 스탠다드,빅 대디 오버사이즈 블레이저 [미디엄 그레이],https://www.musinsa.com/app/goods/2456627?loc=goods_rank,MMAJK009-MR,남,6.2천 회 이상,600개 이상,"1,005"
146위,키뮤어,후디드 M-51 자켓_블랙,https://www.musinsa.com/app/goods/3046664?loc=goods_rank,KBCS1JK003BK,남 여,1.8만 회 이상,700개 이상,"2,852"
147위,코드그라피,[SET] 2-WAY 테크 숏 자켓 셋업_그레이,https://www.musinsa.com/app/goods/1571879?loc=goods_rank,CBCS1JP004GRCBCS1PL004GRCBCU3PS004GR,남 여,12.5만 회 이상,9천 개 이상,"54,229"
148위,247시리즈,컴포트 셋업 오버 자켓 MELANGE GRAY,https://www.musinsa.com/app/goods/3061709?loc=goods_rank,TMJAX23411GYM,남,2.1천 회 이상,50개 미만,152
149위,비터셀즈,웨이브 스웨이드 자켓-블랙,https://www.musinsa.com/app/goods/3047866?loc=goods_rank,Wave Suede Jacket-Black,여,1만 회 이상,50개 이상,"2,093"
150위,코드그라피,CGP 아치 로고 후드 집업_블랙,https://www.musinsa.com/app/goods/2283930?loc=goods_rank,CBCS1TC200BK,남 여,2만 회 이상,2.8천 개 이상,"9,350"
151위,메종미네드,WASHING DENIM SNAP HOOD BLUE,https://www.musinsa.com/app/goods/3161197?loc=goods_rank,FMRSCTH307M,남,2.7천 회 이상,,207
152위,카비시,PICTORIAL ZIP UP HOODIE BLACK(CV2DSUM403A),https://www.musinsa.com/app/goods/3039179?loc=goods_rank,CV2DSUM403ABK,남,8.7천 회 이상,100개 이상,"1,895"
153위,노이어,오버핏 크롭 데님 자켓 (블랙),https://www.musinsa.com/app/goods/2359414?loc=goods_rank,N22SJK06-BK,남,7.8천 회 이상,200개 이상,"1,762"
154위,인사일런스,라이트웨이트 쉬어 블루종 BLACK,https://www.musinsa.com/app/goods/3078510?loc=goods_rank,IM2C2JP04BK,남,3.5천 회 이상,50개 이상,340
155위,노매뉴얼,TRANSLUCENT HOODED JACKET - SAND YELLOW,https://www.musinsa.com/app/goods/3047188?loc=goods_rank,NM31WB03M1IV,남 여,1.3만 회 이상,100개 이상,"1,601"
156위,라코스테,남성 링스링스 브이넥 가디건 [오프화이트],https://www.musinsa.com/app/goods/3161691?loc=goods_rank,AH886E-53G70V,남,800회 이상,,37
157위,아티스트웨어,[ATW]오리지널 아노락 셋업,https://www.musinsa.com/app/goods/3103676?loc=goods_rank,AT2DH-S1JK304+AT2DH-S1PT803,남 여,2.3천 회 이상,50개 미만,318
158위,케즈,스티치 블루종 점퍼 (KD2JPF1101FNAY),https://www.musinsa.com/app/goods/3027106?loc=goods_rank,3040KD2JPF1101FNAY,여,8.5천 회 이상,100개 이상,"1,473"
159위,트래블,고프 후드 윈드 브레이커 블랙,https://www.musinsa.com/app/goods/2340574?loc=goods_rank,TRTTSSWB04UC6,남 여,4.3만 회 이상,3.6천 개 이상,"10,620"
160위,테이크이지,라쿠 베이스볼 오버자켓(네이비),https://www.musinsa.com/app/goods/2093817?loc=goods_rank,T21JP004,남 여,2.3만 회 이상,4.2천 개 이상,"23,882"
161위,쿠어,테리 오픈 칼라 가디건 (베이비블루),https://www.musinsa.com/app/goods/3062283?loc=goods_rank,CXD2KT01K-BYB,남 여,2.3만 회 이상,200개 이상,"2,061"
162위,와릿이즌,엔젤 와펜 후드집업 그레이,https://www.musinsa.com/app/goods/3029811?loc=goods_rank,MG2300HZ01GR,남 여,4.9만 회 이상,2.7천 개 이상,"3,117"
163위,널디,(21FW) DNA 블락 벨벳 트랙 세트 블랙,https://www.musinsa.com/app/goods/2249618?loc=goods_rank,KNEKRA2043_B16,남,1.5천 회 이상,50개 미만,"1,083"
164위,코드그라피,나일론 리치포켓 후드 바람막이_그레이,https://www.musinsa.com/app/goods/3044105?loc=goods_rank,CBCS1JP011GR,남,2만 회 이상,1천 개 이상,"2,796"
165위,알파 인더스트리,L-2B 스카우트 Black,https://www.musinsa.com/app/goods/821838?loc=goods_rank,MJL46000C1,남 여,3.3천 회 이상,100개 이상,"1,491"
166위,르마드,비건 레더 절개 자켓 - 브라운,https://www.musinsa.com/app/goods/2092097?loc=goods_rank,2021 FW-009,남,8.2천 회 이상,1천 개 이상,"6,488"
167위,디미트리블랙,(올시즌)2WAY 어센틱 후드 윈드브레이커 자켓_차콜그레이,https://www.musinsa.com/app/goods/3037477?loc=goods_rank,ABCSJK20CH,남 여,3.5만 회 이상,1.1천 개 이상,"2,460"
168위,레테르코모,빅 어워드 스타디움 울 바시티자켓 블랙,https://www.musinsa.com/app/goods/2752332?loc=goods_rank,22FWOUT023,남 여,10.4만 회 이상,1.2만 개 이상,"53,330"
169위,엄브로,UK 헤리티지 스탠넥 아노락 블랙(UO121CWT29),https://www.musinsa.com/app/goods/3093002?loc=goods_rank,UO121CWT29_BLK0,남 여,5.5천 회 이상,50개 이상,376
170위,키뮤어,후디드 M-51 자켓_베이지,https://www.musinsa.com/app/goods/3046667?loc=goods_rank,KBCS1JK003BE,남 여,1.6만 회 이상,300개 이상,"1,563"
171위,틸 아이 다이,Jeddy Bomber jacket_Charcoal,https://www.musinsa.com/app/goods/2764445?loc=goods_rank,5000276127,여,1.5천 회 이상,50개 미만,499
172위,도프셉,FAUX Leather Highneck Jacket in Black,https://www.musinsa.com/app/goods/3044503?loc=goods_rank,DFS22FJK013BK,여,2.6천 회 이상,50개 이상,"1,042"
173위,수아레,S/S 에센셜 라운드 니트 가디건 - 5 COLOR,https://www.musinsa.com/app/goods/3025211?loc=goods_rank,5001498245,남,2.5만 회 이상,1.1천 개 이상,"2,269"
174위,드로우핏,모즈 울 오버사이즈 더블 블레이저 [BLACK],https://www.musinsa.com/app/goods/1760170?loc=goods_rank,DFJK1106BK,남,1.4천 회 이상,50개 이상,"1,000"
175위,폴로 랄프 로렌,코튼 블렌드 카디건 - 블랙,https://www.musinsa.com/app/goods/3010396?loc=goods_rank,WMPOSWENDW20120-001,여,5.1천 회 이상,50개 이상,594
176위,노스페이스,NJ1DN69A 버몬트 다운 후디,https://www.musinsa.com/app/goods/2904082?loc=goods_rank,NJ1DN69A,남,2.2천 회 이상,100개 이상,613
177위,라퍼지스토어,윈드셀 반집업 후드 아노락 자켓_Cream,https://www.musinsa.com/app/goods/3113916?loc=goods_rank,m1037_685405,남 여,1.3만 회 이상,100개 이상,815
178위,인사일런스 우먼,알파카 크롭 카디건 BLACK,https://www.musinsa.com/app/goods/2773617?loc=goods_rank,IW2B4KT01BK,여,800회 이상,50개 이상,485
179위,넌블랭크,세미 오버사이즈 핏 블레이저_DARK BROWN,https://www.musinsa.com/app/goods/2101089?loc=goods_rank,NB-BS092014-40,남,7.1천 회 이상,500개 이상,"1,798"
180위,예일,[YALE x DESCENTE] HEAVY-WEIGHT POCKET HOODIE ZIP UP NAVY,https://www.musinsa.com/app/goods/2993008?loc=goods_rank,YD01HD5010NA,남 여,2.1천 회 이상,50개 미만,546
